Number,Title,Description,URL
CAS AH 323,Topics in Latin American Art,"Study of a region, theme, or period in Latin America art and architecture. May be repeated for credit as topics change. Topic for Spring 2023: Artivism Since the 1960s. Examines art and aesthetics in political activism, focusing on artists, activists, and curators' contributions to the struggles against dictatorships during dirty wars, ongoing racial and gender discrimination, as well as environmental over-exploitation",/academics/cas/courses/cas-ah-323/
CAS AH 325,"Art, Media, and Buddhism","Examines how textual, visual, and material forms of religious expressions have been conceptualized by Buddhists as well as how Buddhist objects are understood and re- contextualized in the West. Topics include: self- immolation; museums; war propaganda, and pop culture. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness, Teamwork/Collaboration.",/academics/cas/courses/cas-ah-325/
CAS AH 326,Arts of Japan,"The arts of Japan, from prehistory to the twentieth century. Lectures intend to cover a broad range of media (painting, sculpture, ceramics, prints) and building types (temples, palaces, castles, teahouses). Special attention is paid to major projects integrating multiple forms. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness, Research and Information Literacy.",/academics/cas/courses/cas-ah-326/
CAS AH 327,Arts of China,"Explores major works of Chinese art, from bronze vessels, Buddhist caves, ink painting, to contemporary performance. Addresses topics such as constructions of monumentality, cultural exchange, displays of power, literati identity, feminine space, and quests for modernization. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Aesthetic Exploration, Research and Information Literacy.",/academics/cas/courses/cas-ah-327/
CAS AH 333,Arts of Classical Greece,"Examines architecture, sculpture, painting, and metalwork of the fifth and fourth centuries B.C. in their original contexts. Addresses such larger issues as development of portraiture; tension of ""real"" and ""ideal""; roles and shifting iconographies of myth; and political use of monuments. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Aesthetic Exploration, Historical Consciousness.",/academics/cas/courses/cas-ah-333/
CAS AH 352,Venetian Renaissance Art,"A study of art and architecture in Renaissance Venice with focus on the ""Myth of Venice,"" Byzantinne heritage, introduction of the oil medium, Scuole, and the work of the Bellini, Giorgione, Titian, Palladio, Veronese, and Tintoretto. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Digital/Multimedia Expression, Creativity/Innovation.",/academics/cas/courses/cas-ah-352/
CAS AH 361,Southern Baroque Art,"Explores transformations in painting, sculpture, and architecture of late sixteenth and seventeenth centuries in Italy, Spain, and France. Topics include: crisis of the religious image and Counter-Reformation; arts in service of a rejuvenated, triumphant Catholic faith; papal nepotism and patronage. Effective Spring 2022, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.",/academics/cas/courses/cas-ah-361/
CAS AH 363,The Arc of Russian and Ukrainian Art,This course introduces students to the history of art and architecture of Russia and Ukraine from the early Slavic period to the present day. The lectures and readings are organized chronologically and follow the main artistic developments throughout this period.,/academics/cas/courses/cas-ah-363/
CAS AH 365,Baroque Arts in Northern Europe,"Explores the rich artistic traditions of the northern (Dutch) and southern (Flemish) Netherlands from the late sixteenth through the seventeenth centuries. Emphasis on major artists such as Rubens, Van Dyck, Frans Hals, Rembrandt, and Vermeer. Visits to the MFA's new Center for Netherlandish Art, conditions permitting. Effective Fall 2018, this course fulfills a single unit in the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.",/academics/cas/courses/cas-ah-365/
CAS AH 367,Material Culture,"Introduction to the theory and practice of the interdisciplinary study of material culture, which includes everything we make and use, from food and clothing to art and buildings. Topic for Fall 2024: Thinking with American Pie. Sweet or savory, appetizer, entrée, or dessert, pie provides an exceptional opportunity to trace an American commonplace through its constitutive elements and contexts. The class organizes itself around pie as an idea, object, and pathway to see what material culture can teach us about the U.S. and its diverse cultures.",/academics/cas/courses/cas-ah-367/
CAS AH 369,American Folk Art,"Explores the objects that collectors and museums identify as ""American Folk Art."" Examines how this label developed throughout the twentieth century; familiarizes students with major collections and genres including painting, sculpture, textiles, and other media. Also offered as CAS AM 369.",/academics/cas/courses/cas-ah-369/
CAS AH 385,American Buildings and Landscapes,"An introductory analytic survey of American buildings and landscapes within their historical and cultural contexts. Students examine forces that have shaped the American built environment. Topics range from Indian mounds to commercial strips, Spanish missions to skyscrapers. Also offered as CAS AM 385.",/academics/cas/courses/cas-ah-385/
CAS AH 386,Modern American Art,"This class explores the diverse and contested field of modern art in the United States, examining the broad range of artists and art practices that laid claim to aesthetic modernism in the years between 1890 and 1945. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Historical Consciousness.",/academics/cas/courses/cas-ah-386/
